height	'2500_I'	'2500_Q'
0	47563.789062	66832.1875
0.0999999999999999	45339.566406	68371.976562
0.199999999999999	43209.457031	69055.304688
0.3	41175.082031	68942.367188
0.399999999999999	39236.871094	68122.546875
0.5	37394.121094	66704.53125
0.6	35645.1328119999	64805.417969
0.7	33987.4375	62541.164062
0.799999999999999	32417.9375	60019.3085939999
0.9	30933.068359	57334.199219
1	29529.013672	54565.066406
1.09999999999999	28201.771484	51775.535156
1.19999999999999	26947.291016	49014.8515619999
1.3	25761.560547	46319.6210939999
1.39999999999999	24640.625	43715.78125
1.5	23580.6875	41220.628906
1.59999999999999	22578.085938	38844.746094
1.7	21629.339844	36593.519531
1.79999999999999	20731.146484	34468.453125
1.9	19880.408203	32468.28125
2	19074.199219	30589.771484
2.1	18309.777344	28828.367188
2.19999999999999	17584.578125	27178.664062
2.29999999999999	16896.203125	25634.818359
2.39999999999999	16242.423828	24190.7324219999
2.5	15621.147461	22840.298828
2.6	15030.420898	21577.527344
2.69999999999999	14468.4375	20396.597656
2.79999899999999	13933.496094	19291.976562
2.89999899999999	13424.017578	18258.400391
2.99999899999999	12938.529297	17290.912109
3.09999899999999	12475.660156	16384.8613279999
3.199999	12034.120117	15535.915039
3.29999899999999	11612.712891	14740.041992
3.39999899999999	11210.319336	13993.485352
3.49999899999999	10825.889648	13292.771484
3.59999899999999	10458.445312	12634.677734
3.699999	10107.072266	12016.220703
3.79999899999999	9770.902344	11434.649414
3.89999799999999	9449.138672	10887.412109
3.99999799999999	9141.027344	10372.1582029999
4.099998	8845.852539	9886.703125
4.19999799999999	8562.958008	9429.037109
4.29999799999999	8291.713867	8997.30273399999
4.399998	8031.536133	8589.774414
4.49999799999999	7781.86865199999	8204.858398
4.59999799999999	7542.197754	7841.08252
4.69999799999999	7312.031738	7497.07714799999
4.79999799999999	7090.908691	7171.58252
4.899998	6878.393555	6863.416504
4.99999799999999	6674.080566	6571.499023
5.09999799999999	6477.580078	6294.813965
5.19999699999999	6288.52783199999	6032.42334
5.29999699999999	6106.578125	5783.457031
5.39999699999999	5931.40673799999	5547.098633
5.49999699999999	5762.70214799999	5322.594727
5.599997	5600.17627	5109.24462899999
5.69999699999999	5443.550293	4906.391113
5.79999699999999	5292.56542999999	4713.421875
5.89999699999999	5146.970703	4529.769043
5.99999699999999	5006.532227	4354.896973
6.099997	4871.029785	4188.311523
6.19999599999999	4740.24755899999	4029.545898
6.299996	4613.987305	3878.168213
6.39999599999999	4492.057617	3733.766846
6.49999599999999	4374.276367	3595.96581999999
6.59999599999999	4260.473633	3464.40356399999
6.69999599999999	4150.483887	3338.748779
6.79999599999999	4044.150391	3218.686035
6.89999599999999	3941.327881	3103.920898
6.99999599999999	3841.873047	2994.176514
7.09999599999999	3745.649658	2889.19164999999
7.19999599999999	3652.534424	2788.724365
7.299995	3562.401611	2692.54248
7.39999499999999	3475.134277	2600.430176
7.49999499999999	3390.622803	2512.184082
7.59999499999999	3308.760742	2427.61083999999
7.69999499999999	3229.446777	2346.530273
7.799995	3152.583984	2268.772461
7.89999499999999	3078.080566	2194.174316
7.99999499999999	3005.8479	2122.584961
8.09999499999999	2935.80151399999	2053.860596
8.19999499999999	2867.86084	1987.865234
8.29999499999999	2801.947998	1924.471191
8.39999599999999	2737.990479	1863.556519
8.49999599999999	2675.91748	1805.006226
8.599997	2615.659424	1748.713135
8.69999699999999	2557.155029	1694.572876
8.79999699999999	2500.338135	1642.489258
8.899998	2445.15332	1592.36853
8.99999799999999	2391.540771	1544.12439
9.09999799999999	2339.44604499999	1497.672363
9.199999	2288.817871	1452.93481399999
9.29999899999999	2239.605225	1409.836426
9.4	2191.759766	1368.306396
9.5	2145.235596	1328.2771
9.59999999999999	2099.988037	1289.684326
9.700001	2055.97412099999	1252.466919
9.80000099999999	2013.153687	1216.567505
9.90000199999999	1971.486206	1181.930054
10.000002	1930.934326	1148.502686
10.100002	1891.462036	1116.235352
10.2000029999999	1853.032593	1085.080444
10.3000029999999	1815.61499	1054.992065
10.4000029999999	1779.174683	1025.927979
10.5000039999999	1743.68078599999	997.846129999999
10.600004	1709.103882	970.707275
10.7000049999999	1675.415405	944.474915
10.8000049999999	1642.58667	919.112243999999
10.900005	1610.591064	894.58551
11.0000059999999	1579.402954	870.862366
11.100006	1548.997314	847.911010999999
11.200006	1519.350586	825.702515
11.3000069999999	1490.439575	804.20813
11.4000069999999	1462.240967	783.400635
11.5000079999999	1434.73498499999	763.254027999999
11.6000079999999	1407.89917	743.743590999999
11.7000079999999	1381.71521	724.845642
11.800009	1356.162598	706.537354
11.900009	1331.223022	688.796996999999
12.00001	1306.87902799999	671.603577
12.10001	1283.112427	654.937378
12.2000099999999	1259.90686	638.779114
12.3000109999999	1237.24646	623.110596
12.4000109999999	1215.11523399999	607.914185
12.5000109999999	1193.498169	593.173096
12.600012	1172.380371	578.871277
12.700012	1151.74816899999	564.993042
12.800013	1131.587646	551.523803999999
12.900013	1111.88562	538.448975
13.0000129999999	1092.630005	525.755249
13.1000139999999	1073.807251	513.429138
13.2000139999999	1055.406616	501.458588
13.300014	1037.415894	489.830811
13.400015	1019.823486	478.534546
13.500015	1002.619751	467.558440999999
13.600016	985.793396	456.89209
13.700016	969.334534	446.524841
13.8000159999999	953.233215	436.446869
13.900017	937.479858	426.648651
14.0000169999999	922.065491	417.120941
14.1000179999999	906.981384	407.85498
14.200018	892.218201	398.842132999999
14.300018	877.768065999999	390.074371
14.4000189999999	863.622986	381.54364
14.500019	849.774658	373.242583999999
14.6000189999999	836.215697999999	365.163635
14.70002	822.938659999999	357.299834999999
14.8000199999999	809.936279	349.644531
14.9000209999999	797.201721	342.19104
15.0000209999999	784.72821	334.933197
15.100021	772.508911	327.864777
15.2000219999999	760.538025	320.979919
15.300022	748.809021	314.273070999999
15.400023	737.315796	307.7388
15.500023	726.052916999999	301.371795999999
15.6000229999999	715.014342999999	295.167053
15.7000239999999	704.194763	289.119537
15.8000239999999	693.588928	283.22467
15.900024	683.191589	277.477904999999
16.000025	672.997559	271.874664
16.100025	663.002258	266.410797
16.2000259999999	653.200684	261.082183999999
16.300026	643.588379	255.88501
16.400026	634.160889	250.815216
16.5000269999999	624.913756999999	245.869125
16.600027	615.842712	241.043381
16.7000269999999	606.94397	236.334212999999
16.8000279999999	598.213012999999	231.73851
16.900028	589.646118	227.253021
17.0000289999999	581.239807	222.874405
17.100029	572.990051	218.599853999999
17.200029	564.893372	214.426392
17.3000299999999	556.946228	210.351119999999
17.4000299999999	549.145447	206.371383999999
17.5000309999999	541.487488	202.484467
17.6000309999999	533.969055	198.687866
17.700031	526.587341	194.979033999999
17.8000319999999	519.339172	191.35556
17.900032	512.221557999999	187.815247
18.000032	505.231567	184.355606
18.1000329999999	498.366364	180.974654999999
18.2000329999999	491.62323	177.670180999999
18.300034	484.999602999999	174.44017
18.4000339999999	478.492889	171.282608
18.500034	472.100403	168.195526
18.6000349999999	465.819733	165.177139
18.700035	459.64859	162.225616
18.8000349999999	453.584381	159.339157
18.900036	447.624878	156.516129
19.0000359999999	441.768097	153.754822
19.100037	436.011841	151.053619
19.2000369999999	430.353667999999	148.411040999999
19.300037	424.791748	145.8255
19.4000379999999	419.324097	143.295593
19.500038	413.948639	140.819885
19.600039	408.663605	138.397034
19.700039	403.466888	136.02562
19.8000389999999	398.356995	133.704346
19.90004	393.331909	131.432037
20.00004	388.389862	129.207458
20.1000399999999	383.529296999999	127.029357999999
20.2000409999999	378.748474	124.896629
20.300041	374.045958999999	122.808098
20.4000419999999	369.419922	120.762787
20.500042	364.869018999999	118.759506
20.6000419999999	360.391631999999	116.797309999999
20.7000429999999	355.986298	114.875175
20.800043	351.651764	112.992142
20.9000429999999	347.386413999999	111.147232
21.0000439999999	343.188965	109.339584
21.100044	339.058105	107.568253
21.2000449999999	334.992554	105.832367
21.300045	330.991058	104.131149
21.4000449999999	327.052216	102.463699
21.5000459999999	323.175049	100.829292
21.600046	319.358154	99.2271039999999
21.7000469999999	315.600525	97.656387
21.800047	311.90094	96.1164469999999
21.900047	308.258331	94.6064909999999
22.0000479999999	304.671631	93.1259
22.1000479999999	301.139679	91.6739499999999
22.2000479999999	297.661682	90.2500079999999
22.3000489999999	294.236359	88.853409
22.400049	290.862854	87.4835589999999
22.5000499999999	287.540221999999	86.1398239999999
22.60005	284.267456	84.8216169999999
22.7000499999999	281.043670999999	83.5283659999999
22.8000509999999	277.86792	82.259506
22.9000509999999	274.739441	81.014526
23.0000509999999	271.657135	79.7928239999999
23.1000519999999	268.6203	78.593925
23.200052	265.628204	77.4173199999999
23.3000529999999	262.679993	76.2625049999999
23.400053	259.77475	75.129044
23.5000529999999	256.911743	74.016396
23.6000539999999	254.09021	72.9241639999999
23.7000539999999	251.30954	71.851868
23.800055	248.568863	70.79911
23.900055	245.867508	69.765404
24.000055	243.204773	68.750404
24.1000559999999	240.579956	67.753708
24.200056	237.992477	66.7748639999999
24.3000559999999	235.441666	65.8135379999999
24.400057	232.926743	64.869377
24.500057	230.447235	63.941952
24.600058	228.002426	63.03096
24.700058	225.591797	62.136059
24.800058	223.214722	61.256886
24.9000589999999	220.870636	60.3930889999999
25.000059	218.55896	59.544399
25.10006	216.279144	58.7104719999999
25.20006	214.030624	57.891022
25.30006	211.812912	57.085739
